"PLN_AREA_N","weighted_percentage"
"Singapore, ANG MO KIO",11.9672845187389
"Singapore, BEDOK",19.6023201558186
"Singapore, BISHAN",7.86645191669699
"Singapore, BUKIT BATOK",6.50858286423664
"Singapore, BUKIT MERAH",2.87965796964962
"Singapore, BUKIT PANJANG",2.86085944833617
