,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
reason_taxi_promotion,0.05433977742643715,-0.07890220004704608,0.05992486418849568,0.021142588198239932,0.1265228315306252,-0.01479547493311858,-0.006634214229402973,0.020784297208445275,-0.09391923841382742,0.6201739011400215,0.035246678186612895,0.06270779938827967,0.05171028429385395,-0.16007519611382068,-0.037787492853156746,-0.10929261946208922,-0.022986571742350075,0.040684021179477454,0.009163396271887846,-0.03124246653480457
reason_taxi_convenient,0.01592324078604353,-0.07415327203224213,0.04861103735543383,-0.027824429781224007,0.08421969757773792,0.008781990561836213,0.006656404071990022,0.6294200488841499,0.005975848664188901,-0.002490499117721676,0.010541104182142791,-0.047593418288256105,0.1963845829475652,0.09763684135587909,0.01748206250488066,0.021520058543545384,0.014317789694445079,-0.027464646258185992,-0.04744175186465209,0.02375230973464845
reason_taxi_cheaper,-0.022293112680452584,-0.02675020861862045,-0.0500469104063586,-0.007535374719883836,-0.03219153250379188,0.03784896705933381,-0.011846100766514139,-0.10296476257674521,0.011940589900799083,0.009824572114039688,0.0756942519281263,-0.003207468795842692,0.042928798106412765,0.01500081159775292,0.12626478460670873,-0.03753714078690357,0.22995985462227167,0.008294454222089338,0.002798681668283263,-0.013348473400446889
reason_taxi_comfort_of_privacy,0.04963844314641929,-0.0012620088811840585,0.028655624562038136,0.06519088085141528,0.9519842716824549,0.005504547095485385,0.06591049818790709,0.05972110038455069,-0.01567962392157186,0.0428745989939374,0.008717591984867303,0.10506339706383638,0.024105656431991442,0.09341738614931605,0.03707293952742772,0.12024809195284868,-0.024635172634218484,-0.03401128073092413,0.008683268807060992,0.023392206805877308
preference_rank_taxi,-0.02406720264970162,-0.056730780674685906,-0.00857500601891876,0.03626825722113718,0.02251563353661784,-0.035410296583661155,-0.02992826348340358,0.05755897077221305,0.8650765572920662,-0.029989874632407428,0.028286443539121228,-0.07409795579213628,-0.018734926800545365,-0.08085228323788818,-0.05043803217118099,-0.05580763608409672,0.03698615698645606,-0.05010142879921901,-0.0016900222150200638,0.18062485505603829
affordable_taxi,-0.005342947960269459,0.12081265164830045,0.017449143241822524,-0.029119226458276977,0.009072143705827367,-0.017597389318936736,0.02288456320173401,0.011616906471818194,-0.031238207444322864,-0.10062990980413833,0.09576291645049992,0.5186897843171089,0.17857511386085897,0.05257470025316742,0.09417578797941872,0.12953314545674524,0.03129509110265067,-0.04626011641343828,-0.001867313085653527,-0.037163719553171694
accessible_taxi,0.008847117346011393,0.03953021340852877,-0.04533151963669246,-0.08253344736023856,0.07416122270522461,0.13167072244906544,0.08714414099222476,-0.024447814066486145,-0.04467326938983809,0.01408141194348545,0.07265833125520953,0.5536146266666011,-0.015546042500436726,0.011013895502551036,0.0021627277683396546,-0.07620479468794125,0.022947828528288895,-0.07053913960463355,0.036338043571223784,0.07390948485492638
safe_taxi,0.0966534381630715,0.16420902014352565,-0.027896774324135377,-0.058765972769551617,0.04505610322045781,0.4525754534211433,-0.009511023757485762,0.012800500697422309,0.05456323327030677,0.07778997798365925,0.014584856451725522,0.4638059845543466,0.009123156341001155,0.16538625325260814,-0.016816716764855483,-0.1509250172617287,0.17226858779436857,0.05514971937342117,-0.11724156634817272,-0.05651965795582174
customer_service_taxi,-0.08613795856729527,0.011337707743741002,0.01166529776911467,0.019512934122277805,0.057689698809454154,-0.049581807244631265,0.04296656850448984,0.06367218167194293,-0.0026566849287310706,0.07049359225471953,0.6852565702643658,0.22814112891981775,-0.012001940748928491,-0.015767175271217692,0.011941952016864908,0.057156002056427076,-0.042878069359676654,0.16576947856101912,-0.10284703473693216,0.021089585946986306
prevent_taxi,0.012940795375973825,0.038680989516143974,-0.04184481376040201,-0.026256981927399014,-0.00834894473059762,0.10573078274192266,-0.05063737234068229,-0.07594022981445822,0.026127696070431493,0.018096549949570825,-0.011456606651457766,0.047012333389288515,-0.2025473126815793,-0.00982986335341407,-0.0810505354119936,-0.49826233167540046,0.06443351853946376,-0.054591147757781386,-0.0507654789519822,-0.07389765397425754
most_preferred_taxi,0.0038950779263303213,-0.15580574533567693,-0.03981748652268456,-0.0004152791758002526,-0.0403188606120024,0.04315333619377814,0.04793352157862351,-0.04115399255218845,0.6370800326458405,-0.09184863968557205,-0.003782157638716106,0.0021819790107201857,-0.018374163648702497,-0.05497901020122633,0.09349422898146549,0.00018642048723129412,-0.03785360528834125,-0.02259146172734759,-0.005569413219468858,-0.004053276604531993
least_preferred_taxi,0.08733347551904362,-0.01925004901070107,0.022350080957433766,-0.06690236499532676,0.0016723583662960886,0.08511922725424362,0.0011695259980417884,-0.013881992308903818,-0.13786814345722984,0.05179607904527949,-0.05987819381742095,-0.0016016881943038427,0.023847781802387776,-0.008874204337782951,-0.0339376894497996,-0.0038307400067249683,0.01586827401315924,0.06047568538813668,0.0064525619607221805,-0.47205578830697303
reason_ride_hailing_promotion,0.04822279105425153,0.09731658272245626,-0.009095250071697088,0.02677940984651638,0.016159292482632003,-0.004064222170632759,-0.033501193646206004,0.01826561773714425,-0.05604239792877679,0.6749622682745142,0.07699728740650959,-0.08463834732419258,0.0907082568731511,0.12256800479688298,0.040351386401164244,0.03433317351295314,0.053551470072260306,0.011514835903824973,-0.01932144617786604,-0.050197498632001826
reason_ride_hailing_easy_booking,0.05695993273365899,-0.01901734894829504,0.18101057256778896,0.10264171951175806,0.09859573389999951,0.05096433327310936,-0.03587221818346835,0.29071407696638224,-0.025544955826779847,0.143110701744545,0.16354547018430143,-0.010984345882650945,0.239969985610323,0.12595574842565557,-0.010413539645575518,0.22777389103980772,0.18953907169737963,0.013693015825702823,0.0567260964700329,-0.17111532310615654
reason_ride_hailing_convenient,0.05054959573881716,-0.001705037772017635,0.04521914468771069,-0.0208152059584013,0.05292338857466207,0.0010588533147340095,-0.056569202473324844,0.7217037845678601,0.011720964611459161,0.08020980818631168,0.061972206265087225,0.01705871797700109,0.09267627421725143,-0.009623706684533863,0.0446410717734215,0.026093196742466056,-0.019957808050215308,0.016785071920666937,0.042466531291171346,0.025270721938848308
reason_ride_hailing_accessible,0.0250645437197709,0.04408546749869719,0.03761895716009275,-0.01355591198468282,0.058424474570640185,0.051313013930219024,-0.10319388649502609,0.22036811793739516,-0.08807532271911586,0.047032635959986635,-0.0065816095119206885,0.06093303186880137,0.5943277353270029,0.0013425140012821909,0.07269566088358162,0.14010870576525625,0.08949858294967386,-0.0027069608251972426,-0.012499541287530185,0.008782831577957392
reason_ride_hailing_ comfort_of_privacy,-0.0878264512281548,0.013477982574644538,0.01731716176347079,0.05027094065562105,0.5597016824574567,-0.0009780107299429664,-0.008250514024359237,0.12968582471698634,-0.017049316204045227,0.17902011598123657,0.1927023999083702,-0.022512655261742367,0.18598993746438228,0.016859931107845703,0.07062782175264938,0.09088218835052174,-0.003965540807965373,-0.08995815991948108,0.00644820275305122,-0.005182765143015292
preference_rank_ride_hailing,0.03347120596925734,-0.030471894385916146,-0.007523561079346138,0.9317378906227088,0.04632324235012767,0.016096917452862094,0.008612590018235014,-0.009425249924503677,0.028188048222631563,-0.023317576486566197,0.05579307710965658,-0.06421867873955221,0.04167801205562732,0.014816147794453694,-0.00023929299983080013,0.03907227222529536,-0.032610985931382376,-0.015306564638551727,-0.006971503511912528,0.010071949889255557
affordable_ride_hailing,-0.015744896030882458,0.13185455002426835,-0.02373524785659108,0.10903394193315435,0.03514534944358869,0.31582272575298104,0.03246043736758219,-0.07567455122093658,-0.13222371860949703,-0.14223929425230689,0.004559753222008825,0.06458045607413121,0.08308590983851491,-0.12234915467894478,0.02103929461214724,0.13191757348465108,0.024912386194941665,0.019481952149298553,0.23169758711415106,0.0684049557484955
safe_ride_hailing,0.05382451347240288,0.22897295963289696,0.04739235083324337,0.06129620564638361,-0.03649160781383458,0.602187504487608,0.02375832877509603,0.06916076924471566,0.035763937936317165,0.04332144544359361,0.10325250584820288,0.07073750099240442,0.04784213120432096,0.04118183189956897,-0.016515933247453412,-0.047138939986275455,0.1250679126717007,0.026816796396657162,-0.049621090047010555,-0.08166069019526746
customer_service_ride_hailing,-0.09513369556386206,0.08273162969831402,-0.03233960240954271,0.06133204993319261,0.07859644247039199,0.0911440812115256,0.034585240252252764,0.03724764815564865,0.017578643636763605,0.05162704183581266,0.6724959532006076,-0.004963033965201734,0.0823305223530875,0.0764687815669808,-0.050031115135006,-0.015763188878460937,0.06522908999646063,-0.026763475126228134,0.07208492221298964,0.057041896405866814
prevent_ride_hailing,0.02906770171902637,-0.02851587639349186,0.0032424214204617007,-0.046294911964152294,-0.1392621287329012,-0.005898108227503477,-0.06083756807423178,-0.015361384407064258,0.04044050887464098,-0.020356347576767683,-0.022968501855894215,-0.0350828018064324,-0.06029920626855481,-0.00683846491647729,0.05381581051902925,-0.5827568947491936,-0.04424661845740315,0.013724913948723211,0.010346896095771576,0.05773370898221953
used_ride_hailing_svc_cnt,-0.010394872790835133,-0.002933004538721003,0.16355098630443907,0.050344739858405936,0.11671210650634119,0.07559921099212571,-0.034957409766346585,0.09989863934089158,-0.020114004503821545,0.2675190627164754,0.013779818601576241,0.018413196683501477,0.029650832012209794,0.033353864559691894,-0.07666299255951484,0.015756427270618656,0.2917835008205272,-0.024719838540519738,0.08381410291527877,0.27036479700517574
most_preferred_ride_hailing,-0.017564411377514185,-0.02068737013142588,0.0005370320415738322,0.912058824176134,0.059909335113516975,0.031673448346543495,-0.026141412507755826,-0.012419197692566194,0.008987976934710491,0.03806196831813995,0.038598821220509984,-0.065585864963237,0.03372818417360625,0.06405040455981507,-0.02911815123339521,0.048777823014285245,-0.002680256208758554,-0.08302679476520221,0.015147134011874664,0.08412345018129586
least_preferred_ride_hailing,0.0071074018426122865,-0.06714818680917212,0.0026992110767471416,0.06195192492538818,0.056881995210338966,-0.03723209784188929,0.0847894500092569,-0.064373643242375,0.004767011105897141,0.007800005488486833,-0.06090761598033901,0.040741832849625716,0.04560911271576493,0.022587724050754158,-0.06192399117468157,0.00645341051646451,-0.1117534806245936,-0.29937251166747453,0.04203231735702077,0.07009158523011924
preference_rank_rental_car,-0.8406708048212529,0.04273396563021644,-0.038741775223712555,0.04055300029622058,0.05346696181157209,-0.13837871010512157,-0.011098935488095603,0.009409615347299076,0.03164537607697767,-0.057531714704827604,-0.04482149243803498,0.03886141292185972,-0.014845870300665342,0.014057682629047396,0.06312483631022911,0.022910410991411466,0.10855306174241182,0.12531641210302902,0.13391383498924625,-0.0524035575727003
reason_chosen_rental_car_company_convenient,0.9037009055270617,-0.08239305496990185,-0.016845647058615108,-0.0070655886871636465,-0.017648601436910633,0.01484183242059161,-0.1425229784029181,-0.07696324321676554,-0.0015777333490218227,0.04714689778788366,0.023688554776507265,0.053890805173474984,0.07536363157767675,0.03903962888002275,-0.046141342186515985,-0.012448493990956122,-0.06833034156161945,-0.08341786145807319,0.021527888507790915,-0.05498092524564535
reason_chosen_rental_car_company_cheap,0.7872038793756033,0.03971222560921174,-0.04284888930051109,0.03793736208338494,-0.01607289778754705,-0.037758494711947095,-0.02222029097221334,0.041674087754223675,0.028137983736871524,-0.00532860092583345,-0.15105596801196516,0.019476990509344694,0.10731178461372957,0.041632631582705026,0.09275958146051194,-0.016240718178681175,0.024218040113304064,0.06841735615742332,-0.13582430122302752,0.0022045889519859527
reason_chosen_rental_car_company_reasonable_fair_policies,0.7326385408958692,0.03924797322861708,-0.016383196083795203,0.005137757931414458,0.03571354679320021,-0.012377939627118204,0.0556773359936972,0.08809549715441367,0.01195104125782121,0.03041770129894044,-0.06874480472531666,0.03264667396445059,0.0008385596997215566,-0.05840325542400618,0.004315413522273043,-0.005827138138343633,0.03159290591779136,0.14562740035118668,0.26099078335055753,-0.03620496264581115
reason_rental_car_convenience,0.8867405931341014,-0.04170180138271315,0.0009773466788242703,0.018397647013792647,-0.026858718030623615,0.03563909261304435,-0.2474109848239305,-0.021755301072312817,0.03594124479479077,0.01435329271041437,-0.003558385089003955,0.018415291092686005,0.09332826731034874,0.033259752405984,0.03741939564589104,-0.021075793868880168,-0.038056922016316476,0.01089017263385013,-0.0497765136001157,0.005082381139015942
reason_rental_car_car_too_costly,0.7681205522784411,0.06066872658625994,0.05058021755240117,-0.05707537951701262,0.006216525524414577,0.0012908873860435414,0.15616509809306225,0.020573195090339693,0.00907118197724025,0.01499464166897145,-0.05105355348087347,0.04982392721333751,-0.08004511381283232,0.026247791640850414,0.029567837672228835,-0.032132898319756464,0.045197188852193204,0.06087108674026091,0.42235464976232817,-0.027243417081441127
reason_rental_car_occasions,0.8208600375952395,-0.028752548612444535,-0.012097482286370346,0.04750525152503068,0.035576299150801974,0.020092081801595864,0.053571609512651386,-0.022306478104538976,-0.010923120680569384,-0.009661994584437715,0.0343899158692017,-0.05247907894588145,0.023081482203548543,0.03353258870738488,0.007064457944778229,-0.014214028087814483,0.02253963726055102,0.026723424718986928,0.1170357603449378,-0.08809063988591893
reason_rental_car_lesser_liabilities,0.6090806026960284,-0.0015306866182854307,0.03914068533722745,-0.0027161320646228847,0.07120323918082008,-0.02634042357862131,0.0994634568984704,0.0621193592630724,0.06047487107687268,-0.06442759271159951,-0.021567001601332136,-0.004680729404910405,-0.08455742289315828,0.2515238234721107,0.11020511255354043,0.02424272917388858,0.030490915659881775,-0.03788571340154938,0.307182659368243,-0.03358284792505544
difficulties_rental_car,0.9259656606732167,-0.05996126607755011,0.001844812562713115,0.008798391354803016,-0.01904941963720601,0.04034239982881228,-0.16296441647543364,-0.021333868754755295,-0.04949817181866938,-0.002012615970402112,-0.025817052608308595,-0.03329106387610234,0.03339188116689452,0.036413964620017614,-0.005896976517967833,0.004871598702714408,-0.023289247251335327,-0.10247723818921108,-0.04779858388891115,0.033431344715618844
convenient_rental_car,0.9585290662124496,-0.013948046746877602,-0.03164916923392723,0.006290852878013567,-0.039821496298007096,0.008258774237257759,0.020799661576382522,-0.006449304279238737,-0.03737042572985638,-0.01364140553304382,-0.07400113108560363,0.018878443504149498,0.04493197098294472,0.042337675219904385,0.01695313524104562,-0.04124614995774616,-0.03415512160072493,-0.08232435353341089,-0.11330449626798277,0.05051176714167773
affordable_rental_car,-0.13546848296491945,-0.08349855387387808,0.02279893576168548,-0.02165746911921378,0.010303791788594925,-0.028027064542732138,0.6533885450861484,-0.04501001217456272,0.038121368957641,-0.02201002627025643,0.10038173966121881,0.012903744327877652,-0.0648441850531681,0.12579614072959736,-0.0072940901562333895,0.09268221872779549,-0.011384410710089185,-0.13068184368839833,0.14007846088000386,0.0075643235416990124
reasonable_rental_car,-0.02760409058290862,-0.012461083128038127,0.024272370840082155,-0.0007585065778532928,0.03839462583472727,0.026816749456964134,0.8057258704203331,-0.017187376268046235,-0.013396190289266259,-0.06872149827225374,-0.018508209913946333,0.08423401595706805,0.04722252709835586,-0.05083519005164449,0.057217818674947095,0.04513511448379971,-0.01349470784406681,0.00477042036118892,-0.08692897936375735,-0.02304474608999873
type_rental_car,0.6132201855463021,0.0889558668873484,0.11900090730094451,-0.028106107772966606,-0.03864219578980985,-0.03227779230871198,-0.022374445027353834,0.07929455451852283,-0.031624393432286985,-0.034025067820017026,-0.02472426785478027,0.07490145578905646,-0.1254807844873303,-0.01460360396879131,0.0035824407310730846,0.14065274495024221,0.12495572330968038,0.04039979335093852,-0.1816764324113288,-0.04168533929168523
max_price_rental_car,-0.28287754797438897,-0.07363600842830227,0.13885004361154443,0.043859201197365444,0.05466657448672962,-0.007639610117894316,-0.014521284814269977,0.05574050780857533,0.017880988436574846,-0.013246339202009972,-0.014686067984286691,0.03003195547666363,-0.032515075788323924,-0.06669561399550125,0.16793168565876823,0.17841843752978703,-0.0587420694565015,0.08290926905153113,-0.038662489092592435,0.006487615257402294
biz_model_rental,0.04678925695286151,-0.07492188553725318,0.06105080005773346,-0.004160280695788158,0.02117239735847869,-0.07100950541100903,0.03544216690126921,-0.0023687260958629385,0.01953764824744955,0.03405590773072047,-0.11291064212870627,0.03066200638302192,-0.02608251860756014,-0.012302509888085312,0.6916218132705799,0.000587569044510814,-0.021055739317031467,0.039202921067478136,0.058607633540677155,0.04101048477382517
biz_model_reason_rental,0.05701514615618377,-0.08113328102469088,-0.09014889739320359,-0.021440529328181034,0.053311024029741624,0.020889892574767848,-0.0007055457769170454,0.06815930024823226,0.030492764879219952,-0.03041155473871984,0.060679185807120374,0.03545499872671168,0.06966795723549261,-0.022325248253481825,0.6053336145282932,0.03890699454527202,0.0735986726239986,-0.05928091367354361,-0.0385371931482903,-0.008689372847692809
biz_model_important_rental,0.10973936362028953,0.03836870858031182,-0.0589148677846377,0.006589080669035696,0.10865101018648932,-0.029221141127919806,-0.03429256519014822,0.09781214951571768,-0.13426780180225587,0.12461300448517759,0.08602176769216668,0.1462799211528285,-0.0006366644328029507,0.10381541601388465,-0.12727959622149682,-0.22242163453469949,0.07356627831764487,-0.033361763365577446,0.08183823357686394,-0.0777360796957445
prevent_rental,-0.10716186063210839,0.11334023886947309,-0.01384323259567987,-0.08595245458103558,0.05775643684215238,0.016059299732538876,-0.08604572991504103,0.07553052756028826,0.03128143174930064,0.22630151775328733,0.01746062809299595,-0.10875454658924476,-0.00535904136535539,0.07586706054042304,0.023497713316126496,0.12808355365189553,0.03544069472155743,0.05467592616125008,-0.0072352191664859485,0.018979573213231696
type_rental_car_heard_cnt,-0.27946212277830274,0.0747400076175942,0.10575054342541951,-0.05535933621754191,0.06988026286079319,0.042833214466692617,0.0008322182908501562,0.06540270274841953,-0.0016343228898109065,0.15578031808483164,-0.01975049070182357,0.14401658598972758,-0.05091606101564707,0.02095001553677501,-0.10423355716214035,0.07880101521177343,0.4005382134675934,0.04750689216331683,-0.07075441678385985,-0.10682491120234776
