,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
reason_mrt_recreation_destination,-0.029681949381218143,0.011261466404181502,-0.0719932208195655,0.4762889031614913,0.07794035067395777,-0.06228903023754452,-0.02213852975655823,-0.020689913702734826,-0.011774820391495187,0.1599743276118512,0.08230342933526878,0.024685752047879192,-0.02107923209732911,-0.015023019898550889,-0.043568290796617386
reason_mrt_to_bus_stop,-0.0067748532687388445,-0.047682415720384265,0.030800418889342,0.056993795168195326,0.016102220050354516,-0.14618576276939746,0.028297252353406615,-0.0358099495093577,0.014056691842324158,-0.04600916252931948,0.06934949655746342,0.06202045716204977,0.7350789792057105,-0.05213913279629834,0.03374487479649225
frequency_taxi,-0.04596396741877282,0.6071424603243036,0.02818852179872371,0.1284166731687761,0.09970258326964351,-0.0006287797213029564,0.13058521101278506,-0.0007255313284759448,0.02589000550590482,-0.030448006086523864,-0.0014485555323074143,0.06675048821736652,-0.03627774656093248,-0.009612140868987578,-0.017020872259097257
waiting_time_taxi,0.03572061054510623,-0.07129083534475705,0.012535898479811704,-0.0864459101243629,0.018529524917845763,-0.017362868453904005,-0.3369851641669553,0.06755288036985667,-0.015323844160719361,0.051680769171384915,-0.015925653255249164,0.008315054304513327,0.06433091570594734,0.124601169966919,0.0032216954128667014
way_hail,-0.07562633214937448,-0.06403443452676467,0.03585478295364783,0.018419965270122907,-0.11869414379396673,0.019929660214261888,0.08761686962867662,-0.013921711888876368,-0.1142613883245573,-0.0015430739793721455,0.06700489609459963,0.06395430228510823,0.042034337990019155,-0.014887181924068403,-0.018157632616689453
frequency_ride_hailing,-0.05240948253921418,0.803282060181462,-0.04743226476672088,0.02450159221884414,0.02588164884903236,-0.07105467491055042,0.037955028952413004,0.0003613584862150366,-0.02432056146664103,0.02134195338225769,-0.03477423105011878,0.016261416271555796,0.011234854765887965,0.0695877030806284,-0.034410006365117235
ride_hailing_type,-0.006208988320636,-0.0007245344407351603,0.046942906525904486,0.10915734390424899,-0.07126558395337117,-0.014248357514077506,-0.02987701580774845,0.059157196417965976,0.023277262657266967,0.8037926614931457,0.026844861691065473,0.027904992881538093,-0.05935024857080712,0.037702770946951174,0.029995804966017607
preference_rank_ride_hailing,0.015369054168903684,-0.0026718824871617562,0.01567738191202804,0.05932008911135286,-0.09681614280966108,-0.10277939463898919,-0.020523436624251015,0.1451449274474956,0.019534110540315508,0.22616972256945986,-0.18680258942211134,0.0029428732963501566,0.08071254531610016,0.03161183838645231,0.31642452757936124
own_driving_license,0.3693696200708314,-0.05973547903746127,-0.06419191943422266,0.09702368434825247,0.016563551374119523,0.10567385909376459,-0.18995207606253542,-0.12708083838507545,0.0016480341565983287,0.0021505880832357054,0.3815999525047277,0.035560167272377284,0.0131824318440854,-0.04637791274296641,-0.1310279004934695
rent_before,0.9834569635416,-0.03426617166808851,0.04384850255381362,0.014229118329775449,-0.04520098335362887,0.004979363072250474,-0.014641947369796179,0.015013458055816302,-0.023280045216090745,0.013295361192876779,0.11926281610724519,0.043198942442810605,0.017568117972701573,0.06322312700256728,0.04101226346362187
frequency_rental,0.8389849729326647,0.0008248713408463792,-0.000982494616996876,0.0065678637701214885,-0.08668934184024844,-0.014930213002574959,0.017924095983329932,0.023613609723808462,0.02296554811090695,-0.03245074651008512,0.128048643943947,0.02301747850134963,0.0330861856556941,0.08029772616630526,-0.00034187770749917457
duration_rental,0.8778552551356544,-0.0974683312578834,0.0514790454022956,-0.03969637654471259,-0.062452495620012934,0.01262640984513396,-0.025088201328025868,0.00997572274905318,-0.06790388712271322,0.022769399951030486,0.024035566795668015,0.031049608058408305,-0.042900041607356366,0.012470471525497654,0.05497856999464408
